,ts,label
0,19.59790380495542,0.0
1,18.858334769278088,0.0
2,16.14551964946648,0.0
3,17.989939380085772,0.0
4,18.745603168668577,0.0
5,17.13589732713732,0.0
6,18.318613902830545,0.0
7,18.13025823085796,0.0
8,18.00514971712084,0.0
9,17.790479747288472,0.0
10,18.519631427944315,0.0
11,19.443644848574657,0.0
12,16.841921195379886,0.0
13,29.233928893579247,0.0
14,18.27435615614959,0.0
15,18.534165135396417,0.0
16,56.63607734580275,0.0
17,18.16216425413836,0.0
18,19.7814444022039,0.0
19,16.704234137057668,0.0
20,15.626726063210512,0.0
21,15.90795324492131,0.0
22,18.31928419680066,0.0
23,60.86196079685331,0.0
24,19.348429504091307,0.0
25,20.007146655969397,0.0
26,18.11897905900229,0.0
27,19.677595652512288,0.0
28,17.67450241444106,0.0
29,18.735845021831565,0.0
30,17.679219373591717,0.0
31,17.340829183073424,0.0
32,18.15924995491194,0.0
33,17.428629582087197,0.0
34,19.57016769703617,0.0
35,18.23401593507971,0.0
36,18.480251985902814,0.0
37,17.594841195497363,0.0
38,19.507766716506183,0.0
39,17.12163659759855,0.0
40,18.79227786147157,0.0
41,17.578953730272154,0.0
42,16.872679968284938,0.0
43,17.412795339738416,0.0
44,17.034490629276057,0.0
45,17.744762833547384,0.0
46,17.593031704723877,0.0
47,18.374603923575865,0.0
48,18.678183203587952,0.0
49,77.82309569072757,0.0
50,17.968913595820574,0.0
51,18.34691304456472,0.0
52,17.352145114400756,0.0
53,18.849792023911924,0.0
54,19.010669686059185,0.0
55,98.24429695679297,0.0
56,20.87364439786144,0.0
57,19.100950725012517,0.0
58,17.865273034567007,0.0
59,37.56538346342931,0.0
60,17.72138129286709,0.0
61,17.39792532048616,0.0
62,19.35454218373185,0.0
63,17.16262796343394,0.0
64,17.902653379419665,0.0
65,17.364844702800614,0.0
66,19.255419428169915,0.0
67,16.297732764931926,0.0
68,17.56500098021323,0.0
69,17.853713170605733,0.0
70,18.38322770530947,0.0
71,18.55308348200606,0.0
72,17.74105212920337,0.0
73,19.186886948999327,0.0
74,18.37770453457408,0.0
75,20.96118126772152,0.0
76,16.19001421540414,0.0
77,18.74472079561033,0.0
78,16.745840954982675,0.0
79,17.042389418793306,0.0
80,20.38210150971088,0.0
81,20.093776978007163,0.0
82,15.772577423266622,0.0
83,17.7326715610764,0.0
84,17.920982582746557,0.0
85,15.441945469822077,0.0
86,17.941403386393493,0.0
87,18.47200946049809,0.0
88,18.260718174141648,0.0
89,15.60672747631073,0.0
90,19.32924988173918,0.0
91,18.293452771977588,0.0
92,17.925705564609117,0.0
93,17.095328447102762,0.0
94,18.854350819823807,0.0
95,19.101922981775296,0.0
96,17.421488233397426,0.0
97,18.10750513510742,0.0
98,18.992398347194715,0.0
99,15.654585455998191,0.0
100,18.140970793231965,0.0
101,15.711051734250718,0.0
102,16.892508882181264,0.0
103,18.56370172089965,0.0
104,17.826759884367643,0.0
105,17.519833977617125,0.0
106,17.64481937647294,0.0
107,19.017850330825983,0.0
108,18.848196545701963,0.0
109,17.055277288503376,0.0
110,18.35152886979836,0.0
111,17.43503129821738,0.0
112,20.88519072712482,0.0
113,17.11277191378959,0.0
114,17.624605491195492,0.0
115,17.581341698139006,0.0
116,17.47316851653598,0.0
117,18.16932500167732,0.0
118,18.32765918411437,0.0
119,16.057715102621046,0.0
120,17.31226396612849,0.0
121,16.41546294493025,0.0
122,19.483446391424177,0.0
123,20.95839009847377,0.0
124,19.659878675442624,0.0
125,18.415479738421418,0.0
126,19.227019328680964,0.0
127,18.20017232042368,0.0
128,19.988059949373948,0.0
129,18.801467530600128,0.0
130,17.724064027470334,0.0
131,16.644538566679447,0.0
132,17.2320448749258,0.0
133,18.376596625870807,0.0
134,16.528996823114333,0.0
135,17.733848236320604,0.0
136,19.607911571949064,0.0
137,18.035171653131805,0.0
138,20.382462895307263,0.0
139,19.73659872080187,0.0
140,17.654844703619304,0.0
141,16.368827312272803,0.0
142,17.942350409724696,0.0
143,17.42305519184157,0.0
144,18.453303703158408,0.0
145,19.93728956897456,0.0
146,16.652275157730738,0.0
147,17.533526463774226,0.0
148,18.398819939437814,0.0
149,19.361967807698285,0.0
150,18.61285729367744,0.0
151,18.49715716943281,0.0
152,19.61345930803913,0.0
153,18.592218380697947,0.0
154,17.715594978571822,0.0
155,18.06874218018722,0.0
156,17.151514263519402,0.0
157,18.65599780504144,0.0
158,19.13100049072817,0.0
159,14.424483874726638,0.0
160,19.461778620421256,0.0
161,17.93217513230089,0.0
162,18.55306614287864,0.0
163,18.79484881406956,0.0
164,15.245876005244847,0.0
165,16.56488482624378,0.0
166,17.600278605434596,0.0
167,17.050331074839068,0.0
168,18.329007336912127,0.0
169,17.382108093034496,0.0
170,15.94671456341488,0.0
171,18.73475677499826,0.0
172,19.320155248815997,0.0
173,18.677223031663345,0.0
174,17.144640675807526,0.0
175,17.686968625734988,0.0
176,18.65811367955499,0.0
177,18.723838860276707,0.0
178,19.208233366349788,0.0
179,17.646688791132068,0.0
180,16.294943381814917,0.0
181,57.18526387045595,0.0
182,18.64066177117305,0.0
183,18.892769284543107,0.0
184,20.670059566587835,0.0
185,18.14061770423338,0.0
186,18.29353742431799,0.0
187,17.78724141282532,0.0
188,17.513124566821087,0.0
189,18.93813022845073,0.0
190,18.42417313656462,0.0
191,17.751264617134275,0.0
192,16.70436313924938,0.0
193,17.852316205787833,0.0
194,17.530821377632314,0.0
195,19.506208478051484,0.0
196,19.136551293810225,0.0
197,16.773227169267127,0.0
198,19.40060204208494,0.0
199,17.31362782405468,0.0
200,18.15976499624527,0.0
201,19.443292648763887,0.0
202,16.77029643954566,0.0
203,18.192478995531072,0.0
204,16.64342965543279,0.0
205,15.670440382773087,0.0
206,19.183917380277595,0.0
207,18.033872840758946,0.0
208,17.013158882603204,0.0
209,16.096137886982582,0.0
210,17.518232616753934,0.0
211,19.610615141106027,0.0
212,18.48296291218613,0.0
213,17.55268630027576,0.0
214,17.193571876237982,0.0
215,18.12697449935491,0.0
216,16.143233530898968,0.0
217,19.613767812753878,0.0
218,18.603827017963788,0.0
219,19.43322072295589,0.0
220,17.323793194564626,0.0
221,19.0257945075752,0.0
222,18.82548567079383,0.0
223,16.160317538051782,0.0
224,18.178752841172265,0.0
225,18.378133401866,0.0
226,17.310098803137063,0.0
227,17.567794638684656,0.0
228,18.523422355839287,0.0
229,17.95449854158436,0.0
230,16.794340376968687,0.0
231,18.709743703956388,0.0
232,18.27338083661425,0.0
233,18.2990143894636,0.0
234,18.11491588408526,0.0
235,18.53882607683259,0.0
236,17.656797590808413,0.0
237,16.96469004072359,0.0
238,17.10981019347551,0.0
239,19.32669016338968,0.0
240,15.5787376167907,0.0
241,18.64864885572152,0.0
242,16.269241340862454,0.0
243,16.06937956459426,0.0
244,16.79211772584479,0.0
245,17.69095965023824,0.0
246,18.87660893656744,0.0
247,15.961918210605702,0.0
248,20.00889065470945,0.0
249,19.39646844020204,0.0
250,17.840911688818192,0.0
251,17.651705029665045,0.0
252,16.85576109886023,0.0
253,18.705648712570632,0.0
254,18.08256176489068,0.0
255,19.69447716530837,0.0
256,17.17654126214506,0.0
257,18.6575327122088,0.0
258,17.95634095463734,0.0
259,16.983580496346175,0.0
260,20.2827648499584,0.0
261,18.33552647061601,0.0
262,18.74430540181616,0.0
263,16.71771874983854,0.0
264,17.13285511979266,0.0
265,18.100967466470102,0.0
266,17.298653812049558,0.0
267,18.72242672490445,0.0
268,18.52603828700363,0.0
269,17.061188166826394,0.0
270,18.231523181002952,0.0
271,18.004829894385523,0.0
272,17.80310965118712,0.0
273,16.621425282710565,0.0
274,16.997389795235698,0.0
275,18.252540874055263,0.0
276,19.216781556899623,0.0
277,16.835762612428507,0.0
278,19.460617870972666,0.0
279,18.21917685428286,0.0
280,16.476216489836542,0.0
281,18.388067915666,0.0
282,19.06292982912588,0.0
283,18.31727362995685,0.0
284,20.78295278115298,0.0
285,18.370401207825356,0.0
286,19.07107683781859,0.0
287,18.013227236130955,0.0
288,19.176088953602378,0.0
289,15.125313583929842,0.0
290,16.970972981952375,0.0
291,17.562866296500385,0.0
292,18.60471228145242,0.0
293,18.225997457498003,0.0
294,19.302272488387317,0.0
295,18.42832688040677,0.0
296,18.248795480868147,0.0
297,17.825922555209907,0.0
298,18.19668510321412,0.0
299,18.99541498127669,0.0
300,18.90635994954261,0.0
301,19.055382828669195,0.0
302,17.712052441405312,0.0
303,17.165932025511196,0.0
304,17.434319900443572,0.0
